name,stream label,majority state,% of time hype, # of comments in hype state
reg-silentgarrett-11-21.txt,not hype,not hype,0.0,0
reg-gomisworld-11-21.txt,not hype,not hype,0.0,0
reg-aforestlife-11-21.txt,not hype,not hype,0.0,0
reg-keys-11-21.txt,not hype,not hype,0.0,0
reg-hologramdreams-11-21.txt,not hype,not hype,0.0,0
reg-coffeewithbee-11-21.txt,not hype,not hype,0.0,0
reg-sudarezz-11-20.txt,not hype,not hype,0.0,0
